category,text,transformed_text
0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,smile right go world wonder smiling think crazy keep away grins
1,85233 FREE>Ringtone!Reply REAL,85233 free ringtone reply real
0,Hey you around? I've got enough for a half + the ten I owe you,hey around got enough half ten owe
0,Dear umma she called me now :-),dear umma called
0,Ok enjoy . R u there in home.,ok enjoy r u home
0,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,im fine babes aint 2 much tho saw scary movie yest quite funny want 2mrw afternoon town mall sumthin xx
1,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,guaranteed cash prize claim yr prize call customer service representative 08714712379 cost 10p
0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,dis yijue jus saw ur mail case huiming havent sent u num dis num
1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,valentines day special win quiz take partner trip lifetime send go 83600 rcvd
0,Was it something u ate?,something u ate
0,Ard 515 like dat. Y?,ard 515 like dat
0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni8
0,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ha ha nan yalrigu heltini iyo kothi chikku u shared many things wit far told body even uttered word abt u ur trusting much tell others plz nxt time dont use words ok chikku
0,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",hey tell blake address carlos wanted meet got lost answering phone
0,"No, but you told me you were going, before you got drunk!",told going got drunk
0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,goodo yes must speak friday ratio tortilla needed
0,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,cme want go hos 2morow wil cme got dear didnt say time
0,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",keep ur problems ur heart nobody fight u amp u fight ur self amp win battle g 9t sd ham yeah give call got minute ham hi babe uawake feellikw via aletter thatmum gotmarried ourbacks fuckinnice selfish call u
0,"I'm in a meeting, call me later at",meeting call later
0,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",hey thk juz go accordin wat discussed yest lor except kb sun cos nt much lesson go attend kb sat
0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details
1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double mins double txt best orange tariffs get latest camera phones 4 free call mobileupd8 free 08000839402 2stoptxt cs
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone weekly 1st week subpoly 3 per
0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy father john john joy father u ans ths hav lt gt iq tis ias question try answer
0,So do you have samus shoulders yet,samus shoulders yet
0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",people see msgs think iam addicted msging wrong bcoz know iam addicted sweet friends bslvyl
0,Then what about further plan?,plan
0,Ok that's great thanx a lot.,ok great thanx lot
0,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ditto wo worry saying anything anymore like said last night whatever want peace
0,She.s find. I sent you an offline message to know how anjola's now.,find sent offline message know anjola
0,Finally the match heading towards draw as your prediction.,finally match heading towards draw prediction
0,Apo all other are mokka players only,apo mokka players
1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",welcome msg free giving free calling future mgs billed 150p daily cancel send go stop 89123
0,Pls send me the correct name da.,pls send correct name da
0,Where are you?when wil you reach here?,wil reach
0,You also didnt get na hi hi hi hi hi,also didnt get na hi hi hi hi hi
0,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,nothin comes mind ü help buy hanger lor ur laptop heavy
0,S'fine. Anytime. All the best with it.,anytime best
1,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,lord rings return king store reply lotr 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop end txts
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",tkts euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm
1,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",thanks ringtone order reference number x49 mobile charged tone arrive please call customer services text txtstar
0,I see a cup of coffee animation,see cup coffee animation
0,"idc get over here, you are not weaseling your way out of this shit twice in a row",idc get weaseling way shit twice row
0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,wish think gon na snow much flurries usually get melt hit ground eek snow since lt gt even born
0,Reckon need to be in town by eightish to walk from * carpark.,reckon need town eightish walk carpark
0,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh
0,I dont know ask to my brother. Nothing problem some thing that. Just i told .,dont know ask brother nothing problem thing told
0,I'm already back home so no probably not,already back home probably
0,You call him and tell now infront of them. Call him now.,call tell infront call
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,You call times job today ok umma and ask them to speed up,call times job today ok umma ask speed
0,Are you available for soiree on June 3rd?,available soiree june 3rd
0,Actually i'm waiting for 2 weeks when they start putting ad.,actually waiting 2 weeks start putting ad
1,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,refused loan secured unsecured ca get credit call free 0800 195 6669 text back
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,nokia 7250i get win free auction take part send nokia 86021
0,"Miss ya, need ya, want ya, love ya.",miss ya need ya want ya love ya
1,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,bank granite issues explosive pick members 300 nasdaq symbol cdgt per
0,Ok...,ok
0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,sorry pain ok meet another night spent late afternoon casualty means done stuff42moro includes time sheets sorry
0,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,zoe hit 2 im fucking shitin il defo try hardest 2 cum 2morow luv u millions lekdog
0,Its going good...no problem..but still need little experience to understand american customer voice...,going good problem still need little experience understand american customer voice
0,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,work mon thurs sat cant leh booked liao day u free
